,content,sentimen,TF_IDF
752,"['moga', 'pandemi', 'jalan', 'ajar', 'jarak', 'tatap', 'muka', 'anakanak', 'sekolah']",netral,"[0.2829387309203732, 0.623833501490775, 0.47883919908344863, 0.6386703228934998, 0.39453425874503095, 0.4158554818350426, 0.39903329889555733, 0.2839119731525822, 0.4126957112438723]"
753,"['salut', 'suka', 'pikir', 'cemerlang', 'mas', 'nadiem', 'menteri', 'sekrangkeren', 'banget', 'inspirasi']",positif,"[0.6156503988215768, 0.4571006328308574, 0.33662928219935623, 0.34658355657621187, 0.6040295931852978, 0.7171134865243262, 0.6823103318589333]"
754,"['nadiem', 'makarin', 'otak', 'bahlul', 'turun', 'abu', 'jahal']",positif,"[0.8086949653444944, 1.750532006575869, 1.7808559326444444]"
755,"['ada', 'anak', 'kuliah', 'tatap', 'muka', 'plis', 'bayar', 'tetep', 'full', 'otak', 'kosong', 'mlongpong']",negatif,"[0.582214087819522, 0.2727608019897136, 0.4803571297200647, 0.5989194962858386, 0.6595330766428703, 0.48607297110405956, 0.37426993365153843, 0.5251596019727608, 0.3714261401194851, 0.6189865658320538]"
756,"['maaf', 'anak', 'sayasblm', 'tidur']",netral,"[0.9092026732990451, 1.5498068724577962, 1.9407136260650732]"
757,"['kasihan', 'orang', 'hidup', 'bawah', 'garis', 'miskin', 'ndroo', 'bayar', 'sekolah', 'tambah', 'beli', 'quota', 'ajar', 'online', 'daring', 'rumah', 'wajib', 'hp', 'androidsmartphonejangankan', 'hp', 'beli', 'quota', 'beli', 'beras', 'sulitdan', 'rakyat', 'hidup', 'bawah', 'garis', 'kemiskinantrus', 'program', 'solusi', 'tuhhh']",negatif,"[0.10185794313133435, 0.4657712702556176, 0.19214285188802588, 0.5699404891116445, 0.16670330121922602, 0.3937083466285624, 0.3820937858410027, 0.2475946263328215, 0.2638132306571481, 0.15009444989708484, 0.11462517271178042, 0.1832171098354575, 0.5830782357590918, 0.1968541733142812, 0.1607056953275894, 0.10220831033492961, 0.2021954290192621, 0.21006384078910428, 0.22215507566402162]"
758,"['the', 'best', 'doing', 'nadiem', 'so', 'cool']",positif,"[1.0336428821577113, 1.4001591749073734, 0.4852169792066967, 1.1496065812082996, 0.9073885267893398]"
759,"['sbner', 'nadiem', 'mmberikan', 'persentasi', 'media', 'program', 'diabiar', 'tdak', 'salah', 'pahamankarna', 'system', 'bangun', 'bagus']",positif,"[0.603967771770918, 0.6620059727873051, 0.7737332072900672, 0.3032606120041854, 0.5725534682358047, 0.5191229663824372, 0.8244163458035878, 0.9110597433735809]"
760,"['program', 'program', 'sihintinya', 'sekolah', 'buka']",negatif,"[1.001265900245719, 2.2902138729432187, 0.63880193959331]"
761,"['om', 'gimana', 'anak', 'plosok', 'sarana', 'didik', 'pada', 'kota']",netral,"[0.3896582885567336, 0.38050073338633944, 0.6364663718474901, 0.7701939945861094, 0.6608414457090278, 0.9682360461746652, 0.9682360461746652]"
762,"['gatau', 'orang', 'kayak', 'nyaman', 'ajar', 'pandemi', 'terima', 'kasih', 'selftaught', 'pandemi', 'ajar', 'strict', 'bgt', 'ajar', 'main', 'game', 'ajar', 'halhal', 'luar', 'pelajarin', 'kampus', 'kuliah', 'jurus', 'teknik', 'informatika', 'tuntut', 'explore', 'dunia', 'it', 'luas', 'silabus', 'kena', 'imbas', 'pandemi', 'sumber', 'ajar', 'darimana', 'even', 'emang', 'segi', 'ekonomi', 'dukung', 'surfing', 'the', 'internet', 'elearning', 'buku', 'pustaka', 'debu', 'coba', 'stop', 'ngeluh', 'deh', 'sumber', 'ajar', 'ukur', 'lo', 'pop', 'es', 'ajar', 'keluh', 'ajar', 'online', 'ngebaca', 'youtubean', 'ngeluh', 'ajar', 'online', 'coba', 'push', 'hidup', 'ajar', 'adaptasi', 'situasi', 'gapernah', 'syukur']",netral,"[0.10917254384070244, 0.431601453946332, 0.09055199657514125, 0.0941335066372973, 0.15169719424503764, 0.11178526722760512, 0.08141646266441775, 0.07423317034617435, 0.08629242999410895, 0.08567602924545005, 0.11487546310546876, 0.09868035386771559, 0.11865755719554011, 0.08341278530266152, 0.08508126111305565, 0.09137894851021637, 0.10151177903149808, 0.09742428654307624, 0.07193144930958008, 0.08759685442014502, 0.10151177903149808, 0.09316471996204394, 0.0823852493396711, 0.10917254384070244, 0.09742428654307624, 0.09516104260028772, 0.08141646266441775, 0.22357053445521025, 0.10917254384070244, 0.12719868635346174, 0.048569988437195094, 0.182608458816611, 0.10491297725967014, 0.11865755719554011, 0.11487546310546876, 0.11865755719554011, 0.0941335066372973, 0.11487546310546876, 0.21834508768140487, 0.09625491583990758, 0.07801526443624568, 0.0768973327787576, 0.10690929989791391, 0.11865755719554011]"
763,"['sesat', 'bodoh', 'masyarakat', 'medsos', 'susah', 'hilang', 'kali', 'hancur', 'sesat', 'bodoh', 'muncul', 'sesat', 'bodoh', 'hancur', 'negara']",negatif,"[1.2553365277468622, 1.1254301196946432, 0.49012345110025146, 0.462841215422948, 0.4418845191855087, 0.5855618260546767, 0.4144044399243329, 0.44739584844154817]"
764,"['mas', 'menteri', 'hebat', 'program', 'tatanan', 'tri', 'didik', 'hebat', 'bawah', 'awas', 'ketat', 'mas', 'awas', 'didik', 'daerah', 'pelosok']",positif,"[0.7985593283811182, 0.3881427252130146, 0.31663360506202476, 0.3551340178272502, 0.6945381873745082, 0.40563367617751406, 0.42662725730880025, 0.15709366502636624, 0.39347890572458377, 0.30536184972576247, 0.4396887177619135]"
765,"['usul', 'yamohon', 'jangka', 'bangun', 'universitas', 'negeri', 'kota', 'butuh', 'guru', 'negeri', 'kabupatenkota']",netral,"[0.6620059727873051, 0.5904410736908888, 0.38362128022656755, 0.6739197452628457, 1.1396122097919155, 0.8051475108251804, 0.8244163458035878]"
766,"['moga', 'bang', 'nadiem', 'cerdas', 'tahan', 'banting', 'optimal', 'laksana', 'tanggung', 'serang']",positif,"[0.7328145296031892, 0.47697174149273946, 0.5577549339633647, 0.39453425874503095, 0.2695649884481648, 0.7008498548863245, 0.753072480358073, 0.646904542021691, 0.6760561269625234]"
767,"['indonesia', 'butuh', 'orang', 'pintar', 'gila', 'semangat', 'nadiem']",positif,"[0.6747897985038729, 0.8692150203803872, 0.45162050884907934, 0.34658355657621187, 0.40937561682778717, 0.694389958720085, 0.5190714349357703]"
768,"['bayangin', 'siswa', 'kelas', 'sd', 'sampek', 'males', 'sekolah']",negatif,"[1.0735300144335738, 0.7425441004887384, 1.0512747823294868, 0.7330176981820804, 0.4258679597288733, 0.6424151237505835]"
769,"['untung', 'rugi', 'bro', 'guru', 'jg', 'manusia', 'hidup', 'jg', 'gaji', 'guru', 'sorot', 'adlh', 'sadar', 'orang', 'luar', 'sna', 'anak', 'berangkat', 'sekolah', 'diam', 'rumah', 'tugas', 'mrk', 'ajak', 'ortunya', 'pergi', 'pasar', 'atw', 'mall', 'buka', 'sekolah', 'beda', 'sekolah', 'tutup', 'anak', 'ajak', 'mall', 'piknik', 'kota', 'mikiiiiirr']",negatif,"[0.42429065906284036, 0.16530957696346277, 0.1531783553176228, 0.1720921222592287, 0.12136556366614776, 0.1951872753515589, 0.1701364094974841, 0.1859981964734873, 0.14913194948051606, 0.28946498927348685, 0.1633744837000838, 0.17418281533459085, 0.329857651908504, 0.16189599387676767, 0.19114086951445214, 0.0868372520543791, 0.21214532953142018, 0.19114086951445214, 0.19985850807359704, 0.178854048056629, 0.12174673888453744, 0.16189599387676767, 0.2322916143975673, 0.10882726333515201, 0.1604862964332861, 0.15784958803966095]"
770,"['keluarga', 'negeri', 'kab', 'tangerang', 'provinsi', 'banten', 'dukung', 'program', 'menteri']",positif,"[0.8005952162001078, 0.8826746303830735, 0.3927341625659156, 0.7597414731946103, 0.7634046243144061, 1.2147463244981078]"
771,"['moga', 'pandemi', 'cepat']",positif,"[1.541963373321065, 1.183602776235093, 1.197099896686672]"
772,"['orang', 'omong']",negatif,"[3.297665383214351, 1.4328146588972552]"
773,"['keren', 'banget', 'modul', 'kurikulum', 'sd', 'sumpahgw', 'tuju', 'banget', 'nadiem']",positif,"[1.0773881979377595, 0.5970215403765666, 0.5811775771716736, 0.7377729482335946, 0.3032606120041854, 0.5497632736365603, 0.5138030145800877]"
774,"['mending', 'nadiem', 'presiden', 'bobot', 'smart', 'pilih', 'anak', 'sd', 'kelas']",positif,"[0.34095100248714194, 0.5569080753665538, 0.7018126891771219, 0.3032606120041854, 0.6151692916071287, 0.7605631428328389, 0.5497632736365603, 0.7018126891771219]"
775,"['tuju', 'menteri', 'ajar', 'tatap', 'muka', 'gimana', 'petisi', 'buka', 'sekolah']",positif,"[0.31830607228541985, 0.5006329501228595, 0.5569080753665538, 0.2945506219244367, 0.467837417064423, 0.319400969796655, 0.46428267514935634, 0.5138030145800877]"
776,"['pinter', 'pola', 'pikir']",positif,"[1.4094023840990282, 1.765349260766147, 2.0281683808875703]"
777,"['ajar', 'tugas', 'sekolah', 'byk', 'anak', 'ajar', 'erti', 'ajar']",negatif,"[0.9549182168562595, 0.34095100248714194, 0.7884560867471151, 0.6739197452628457, 0.319400969796655, 0.448912461257502]"
778,"['coba', 'menteri', 'ajar', 'tinggal', 'menteri', 'raih', 'atm', 'jt', 'bln', 'lingkung', 'susah', 'sinyal', 'salut', 'menteri', 'tahan']",netral,"[0.23149532529848718, 0.4068242936571464, 0.5444722693507624, 0.6426559023805891, 0.4563449459700258, 0.5048978992364128, 0.44739584844154817, 0.5292855343813836, 0.4662721543304796]"
779,"['keren', 'nadiem']",positif,"[2.3880861615062665, 1.2130424480167417]"
780,"['pimpin', 'bingungbagaimana', 'masyarakat']",negatif,"[2.4303648555202977, 2.5274428627407763]"
781,"['menteri', 'diktator', 'menteri', 'dengar', 'keluh', 'wali', 'murid', 'covid', 'angka', 'mati', 'takut', 'angka', 'sembuh', 'memodif', 'kurikulum', 'angka', 'banding', 'sekolah', 'murid', 'minggu']",negatif,"[1.1366788388120195, 0.36410974460709045, 0.22548313788565977, 0.306413906194636, 0.3523055860504933, 0.27349533043372876, 0.3302647949068809, 0.277224114752411, 0.31153222248814355, 0.49928888344296757, 0.15030633872783764, 0.30170551162560444, 0.38796063331933545]"
782,"['emang', 'orang', 'gila']",negatif,"[1.6849619084938507, 2.0281683808875703, 0.9552097725981701]"
783,"['semangat', 'nadiem', 'mundur', 'ucap', 'gelintir', 'warga', 'bantu', 'doa', 'moga', 'nadiem', 'sehat', 'aamiin']",positif,"[0.5679040034554548, 0.4831742174167344, 0.5553876891600541, 0.35508083287052794, 0.5391357962102766, 0.4852169792066967, 0.38437954533867535, 0.3633500044550393, 0.6307648693976922]"
784,"['mas', 'mententri', 'mendpt', 'kuota', 'internet', 'daerah', 'dana', 'turun', 'kepala', 'sekolah', 'murid', 'tau', 'suruh', 'bayar', 'spp']",negatif,"[0.36950548440004977, 0.36534646737925935, 0.4228244982892764, 0.3861380312054064, 0.45401412198990443, 0.34121896285194847, 0.2461311099858463, 0.32645811609732495, 0.1965544429517877, 0.4006951081006778, 0.4368492334272729, 0.5385227595797589, 0.4109667536871795]"
785,"['bijak', 'nadiem', 'bagus', 'murid', 'adaptasi', 'ekonomi', 'sulit', 'bayar', 'susah', 'pandemi', 'selesai', 'fasiltas', 'online', 'cakup', 'rata', 'ajar', 'mapel', 'sekolah', 'sinkron', 'guru', 'murid', 'sekolahgurumuridfasilitas', 'teknologi', 'sinkron', 'pst', 'jalan', 'sesuai', 'rencana', 'program', 'saudara', 'jual', 'motor', 'beli', 'hp', 'pasang', 'tower', 'air', 'grid', 'internet', 'anak', 'sekolah', 'online', 'daerah', 'saudara', 'kabel', 'telkom']",positif,"[0.18944647313533658, 0.07489554642009878, 0.08022376529109222, 0.14211006394609835, 0.1412815087411955, 0.13969129635089328, 0.12625722568925457, 0.13969129635089328, 0.1497427461662479, 0.0902638306415453, 0.14047565655919214, 0.1476410119314789, 0.12675155269855995, 0.18205487230354522, 0.19398031665966772, 0.24964444172148378, 0.07135543811863186, 0.22072713220159534, 0.10562646147235341, 0.19934271538890166, 0.134718463114307, 0.18205487230354522, 0.17359363487849286, 0.37889294627067316, 0.15030633872783764, 0.15576611124407178, 0.1456795009168121, 0.12935606438507302, 0.14474571567226557, 0.16007797813206814]"
786,"['abis', 'liat', 'ngerti', 'maap', 'ngotot', 'ken', 'berangkat', 'sekolah']",netral,"[1.4001591749073734, 1.3190661532857406, 1.0782715924205533, 1.2169010285325423, 0.511041551674648]"
787,"['mmg', 'krisis', 'uji', 'allah', 'moga', 'empati', 'dn', 'harga', 'pimpin', 'usaha', 'baik', 'dukung', 'positif', 'maju', 'bangsa', 'kendala', 'ato', 'masalah', 'musyawarah', 'sdkit', 'protes', 'jatuh', 'atas', 'bareng', 'pikir', 'positif', 'dn', 'doa', 'mmg', 'uji', 'besarn', 'pandemi', 'sperti', 'bantu', 'perintah', 'bangkit', 'maksud', 'ato', 'tuju', 'kisruh', 'dn', 'cenderung', 'provokasi', 'ber', 'doa', 'dn', 'usaha', 'support', 'perintah', 'dn', 'pemimpinnyabismillahsmoga', 'allah', 'mudah', 'smuanya', 'baik', 'telah', 'aamiin', 'yra']",positif,"[0.13207069847801273, 0.2319019932090512, 0.12915992771164048, 0.18346227810076465, 0.1010241620423769, 0.11236609707365916, 0.15761982147029432, 0.16280920638457827, 0.7668989263289189, 0.25831985542328095, 0.11171096040001505, 0.14150011959680722, 0.14395036414698925, 0.1151884425853863, 0.1010241620423769, 0.14395036414698925, 0.13928360378740434, 0.30675957053156755, 0.08257693787686696, 0.10271624004894499, 0.08351859744325618, 0.21004135929064494, 0.09833039889062987, 0.11755548198794308, 0.2556613245470043, 0.14395036414698925, 0.15337978526578377, 0.12915992771164048, 0.09559125852652794, 0.2707972501486149, 0.22473219414731832]"
788,"['negeri', 'butuh', 'orang', 'berani', 'besuara', 'menteri', 'banyak', 'perubahanbagus', 'mari', 'ubah', 'didik', 'negeri', 'full', 'materi', 'ajar', 'ajar', 'materinegeri', 'butuh', 'konstruktif', 'sesuatupikirkan', 'demi', 'enteng', 'perang', 'waspada']",positif,"[0.33952647710444783, 0.33941689131016184, 0.374300100894465, 0.6298038119369481, 0.1775670089136251, 0.3992796641905591, 0.40563367617751406, 0.31321405210285475, 0.15709366502636624, 0.6077931785556883, 0.19104195451963402, 0.33020686874477406]"
789,"['cerdas', 'gagas']",positif,"[2.146372836717328, 3.297665383214351]"
790,"['makas', 'mentrisy', 'orang', 'tua', 'pny', 'anak', 'sd', 'kls', 'smp', 'kls', 'mmg', 'sulit', 'bagi', 'wkt', 'bimbing', 'anak', 'jam', 'ajar', 'wkt', 'tugas', 'rtsy', 'harap', 'kurikulum', 'mudah', 'sesuai', 'situasi', 'kondisi', 'anak', 'anak', 'jg', 'sgt', 'rindu', 'teman', 'suasana', 'sekolah', 'semangat', 'menteri', 'nakarimkami', 'orang', 'tua', 'sellu', 'dukung', 'progpemerintah', 'bidpendidikan']",positif,"[0.08214350252526964, 0.351949421922211, 0.19039301889899216, 0.1996730857522754, 0.1549539128129241, 0.16083525335466453, 0.16083525335466453, 0.15407007493588815, 0.40694507703076904, 0.15679773261421276, 0.14998131023785125, 0.07601306372243527, 0.2127526053686678, 0.14247736522918175, 0.18487931082545228, 0.1418743931965317, 0.08242605672171742, 0.11720967885646427, 0.1597775171345681, 0.1791573190838884, 0.16671659389640503, 0.1418743931965317, 0.17556939537065538, 0.23063908905060254, 0.1158483770987102]"
791,"['respect', 'to', 'him', 'keren', 'mas', 'nadiem']",positif,"[0.9552344646025066, 0.6399408859632004, 0.4852169792066967, 1.2169010285325423, 1.0503192039455216]"
792,"['sekolah', 'momok', 'takut', 'kena', 'covid', 'mall', 'cafe', 'resto', 'wisata', 'pikir', 'corona', 'sekolah', 'aslu', 'efektif', 'bgt', 'sekolah', 'daring', 'gin', 'orang tua', 'ngajarin', 'anak', 'sekolah', 'dunia']",negatif,"[0.1363804009948568, 0.2671283898966667, 0.27769384458002705, 0.19166066720281083, 0.20837912652403257, 0.21898785252121433, 0.24606771664285151, 0.25274428627407763, 0.27483592388802963, 0.27213256282451587, 0.3042252571331356, 0.14328146588972554, 0.21141035761485424, 0.511041551674648, 0.2564496848817638, 0.178745294014217, 0.2951091792934379]"
793,"['wisata', 'tutup']",negatif,"[2.6480238911492204, 2.9510917929343785]"
794,"['anakanak', 'oh', 'shit', 'hate', 'my', 'mind']",netral,"[2.8072507567084877, 3.094932829160269]"
795,"['menteri', 'cepet', 'evaluasi', 'ajar', 'daring', 'kasi', 'adek', 'ajar', 'sekolah', 'stress', 'rumah', 'teross', 'kasi', 'jg', 'denger', 'orang', 'tua', 'temen', 'adek', 'hp', 'kuota', 'hp', 'iket', 'pake', 'karet', 'speaker', 'suara', 'coba', 'mending', 'gimana', 'kelas', 'tatap', 'muka', 'petain', 'zona', 'merah', 'zona', 'hijau', 'ttep', 'sekolah', 'tatap', 'muka']",negatif,"[0.3765362401790365, 0.1414693654601866, 0.18826812008951824, 0.12430742306190584, 0.11576618140224029, 0.1832036324007973, 0.19446655207046848, 0.1237573500814564, 0.16636652674606628, 0.2653429068340296, 0.1326714534170148, 0.28939091140604506, 0.1237573500814564, 0.12321795880764805, 0.15595837537269375, 0.06545569376098594, 0.1832036324007973, 0.2079277409175213, 0.07960081438318084, 0.16636652674606628, 0.11160117731082597, 0.1419559865762911, 0.1752124637215811, 0.18826812008951824, 0.20634785562193614, 0.15966758072337495, 0.09930294111900942, 0.29951988678348695]"
796,"['semangat', 'mas', 'menteri', 'nadiem', 'makarim']",positif,"[0.9447057179054221, 0.6399408859632004, 0.47128099507909876, 0.4852169792066967, 0.7267000089100786]"
797,"['menteri', 'krisis', 'sulit', 'semangat', 'mas', 'menteri']",positif,"[0.8255171718619351, 0.5332840716360003, 0.7854683251318312, 0.6055833407583987, 0.7330176981820804]"
798,"['good', 'idea', 'nadiem', 'mantan', 'guru', 'mimpi', 'pangkas', 'kurikulum', 'nila', 'didik', 'indonesia', 'imbang', 'maju', 'tuhan', 'berkat', 'ide', 'lancar']",positif,"[0.6364359885942605, 0.24213683033676148, 0.48145888929985825, 0.27899729471023094, 0.5162763667776862, 0.287394869267596, 0.422674601579399, 0.536562144169887, 0.39491263343838245, 0.22055317236668032, 0.5048978992364128]"
799,"['ubah', 'ajar', 'ber', 'olah', 'raga', 'ajar', 'baca', 'buku', 'ajar', 'perputakaan', 'bengkel', 'juru', 'indonesia', 'kreatif', 'garasi', 'rumah']",netral,"[0.7639345734850076, 0.5614501513416975, 0.7000795874536867, 0.5553876891600541, 0.3161343561943556, 0.6441180086601443, 0.40176423831897357, 0.49531030311716107]"
800,"['assalamualaykum', 'menteri', 'advokasi', 'walimurid', 'penuh', 'wajib', 'ikut', 'ajar', 'sekolah', 'longgar', 'akademik', 'arti', 'sekolah', 'sederhana', 'kurikulum', 'srkolah', 'kirim', 'ajar', 'video', 'youtube', 'power', 'point', 'komunikasi', 'walimurid', 'tagih', 'spp', 'tugas', 'mohon', 'responnya', 'menteri']",netral,"[0.24251891221746272, 0.3333712321208031, 0.2851997601361136, 0.2897383401267957, 0.3333712321208031, 0.22140098177968517, 0.22441952146623748, 0.2424406366501156, 0.2810563612318456, 0.3333712321208031, 0.3140633698299382, 0.24335311984507046, 0.2480493526337529, 0.3470703784280308, 0.17101427095523886, 0.24070884407055013, 0.2644703281714543, 0.2810563612318456]"
801,['wow'],positif,[6.777652323222656]
802,"['nadiem', 'baca', 'komen', 'pandemi', 'siswa', 'smk', 'rugi', 'kelas', 'rugi', 'kurang', 'tahu', 'alam', 'terjun', 'dunia', 'kerja', 'sekolah', 'peraktek', 'minggu', 'kali', 'latih', 'metal', 'dunia', 'kerja', 'pandemi', 'latih', 'terampil', 'alam', 'siswa', 'smk', 'bijak', 'tambah', 'ahli', 'siswa', 'smk', 'pandemi']",negatif,"[0.1940713626065073, 0.3530698521532294, 0.1871500504472325, 0.14309152244782186, 0.2919838033616191, 0.16970844565508092, 0.14850882009774768, 0.27042379302469505, 0.17363454684362706, 0.4396887177619135, 0.1765349260766147, 0.08086949653444944, 0.35912996900600164, 0.39347890572458377, 0.08517359194577466, 0.38544907425035013, 0.6084505142662712, 0.19673945286229189, 0.1750532006575869]"
803,"['nonton', 'gila', 'anjir', 'mas', 'nadiem', 'cerdas', 'banget', 'semangat', 'mass']",positif,"[0.6156503988215768, 0.6132493819192365, 0.8692150203803872, 0.4571006328308574, 0.34658355657621187, 0.8692150203803872, 0.5190714349357703]"
804,"['kapasitas', 'nadiem', 'keren', 'banget', 'complex', 'problem', 'solving', 'tingkat', 'rendah', 'hati']",positif,"[0.5386940989688798, 0.6511295506636015, 0.847206540402832, 0.5970215403765666, 0.3032606120041854, 0.8244163458035878, 0.7277676097744025, 0.6364066712065535]"
805,"['sekolah', 'sehat', 'butuh', 'praktek', 'langsung', 'gimana', 'nadiem']",netral,"[0.6747897985038729, 0.6364663718474901, 0.6711729687918315, 0.34658355657621187, 0.8555992804083409, 0.5491136361981076, 0.3650296797676057]"
806,"['sosok', 'manusia', 'cerdas', 'sabar', 'tulus', 'konseptor', 'menteri', 'muda', 'banget', 'didik', 'budaya', 'indonesia', 'moga', 'konsep', 'nadiem', 'jalan', 'lancar', 'aamiin', 'yaa', 'rob']",positif,"[0.33406117850320866, 0.2535031053971199, 0.36410974460709045, 0.25251445137850914, 0.15667677257084567, 0.18596138599667975, 0.2535031053971199, 0.3710381584692306, 0.3471872697569857, 0.31426869399607843, 0.1386120573762055, 0.20887107815913405, 0.3233363810447407, 0.14271087623726372, 0.3424788751879541, 0.39868543077780333, 0.3579120672154536]"
807,"['didik', 'investasi', 'salah', 'investasi', 'didik', 'dampak', 'depan']",netral,"[1.164428175639044, 1.1107753783201082, 1.0654020534817505, 0.8305967462118995]"
808,"['helfizon', 'labschool', 'kebayoran', 'gabung', 'moga', 'sehat', 'siswa', 'guru', 'jaga', 'dana', 'sertifikasi', 'jadi', 'guru', 'kreatif', 'cerdas', 'moga', 'jadwal', 'dana', 'serti', 'jadwal', 'sadar', 'dabn', 'maksimal']",positif,"[0.268296604589666, 0.687089809720074, 0.38362128022656755, 0.3549400021596592, 0.847206540402832, 0.3471173057250338, 0.4025737554125902, 0.36388380488720123, 0.44385104108815987, 0.33391048737083334, 0.24023721583667207, 0.24090567140646882]"
809,"['suami', 'opname', 'rs', 'mingguterpaksa', 'nitip', 'anak', 'eyang', 'beban', 'pjj', 'onlineanak', 'butuh', 'kuota', 'sdgkan', 'suaminsdg', 'sakitsaya', 'fokus', 'ngerqwat', 'suamilalu', 'anakapakah', 'ryang', 'beban', 'ajar', 'online', 'mentriiii']",negatif,"[0.2829387309203732, 0.30306755776634836, 1.0867961498200616, 0.5248365099474567, 0.623833501490775, 0.4928718352305922, 0.4169290274919023, 0.49947443750512555]"
810,"['parah', 'krisis', 'percaya', 'rakyat', 'perintah']",negatif,"[0.9906206062343221, 1.2882360173202887, 1.0109771450963105, 0.9031778449497733, 0.9842708665714061]"
811,"['menteri', 'didik', 'beneran', 'konsen', 'didik', 'sebelumsebelumnya', 'hmm']",positif,"[1.7501989686342165, 1.3317525668521881, 0.5891012438488734]"
812,"['tuju', 'pikir', 'harap', 'vaksin', 'tahu', 'virus', 'hancur', 'contoh', 'gampang', 'virus', 'flu', 'penting', 'skg', 'protokol', 'sehat', 'disosialisikan', 'keluarga', 'ikut', 'jalan', 'protokol', 'sehat', 'tetangga', 'care', 'anggap', 'virus', 'nyata', 'pandang', 'mari', 'ikut', 'protokol', 'sehat', 'jaga', 'jaga', 'teman', 'saudara', 'mari', 'doa', 'baik', 'percaya', 'indonesia', 'salam', 'sehat', 'saudara']",positif,"[0.15133804066330145, 0.1011394610042677, 0.13356503603355926, 0.14240709978462923, 0.1795075865265863, 0.15871450405950097, 0.12784340651268208, 0.307138203223507, 0.08106009133188605, 0.28481419956925846, 0.110501353634642, 0.1357960969820113, 0.31202590475193387, 0.14094149942975878, 0.16515846375901136, 0.15871450405950097, 0.129612454499527, 0.10841556800761755, 0.3861380312054064, 0.15871450405950097, 0.3303169275180227, 0.39423543111659004, 0.15133804066330145, 0.13955516042282862, 0.16173458189684412, 0.1053954901702744, 0.15601295237596693, 0.4368492334272729]"
813,"['nadiem', 'makarim', 'covid', 'menteri', 'suka', 'bocil', 'nadiem', 'makarim', 'covid', 'menteri', 'benci', 'bocil']",netral,"[0.4918486321557297, 1.1667993124228109, 0.638868890676036, 0.7872547649211851, 0.3927341625659156, 0.4043474826722472, 0.3980143602510444]"
814,['keren'],positif,[4.776172323012533]
815,"['kasihan', 'sekolah', 'online', 'kayak', 'beban', 'berita', 'depresi', 'tugas', 'anak', 'bunuh', 'masyaallah']",negatif,"[0.34095100248714194, 0.6113228342737846, 0.8244163458035878, 0.7737332072900672, 0.6460268013485695, 0.46904515592839013, 0.319400969796655, 0.448912461257502]"
816,"['smp', 'suruh', 'ajar', 'rumus', 'fisika', 'kimia', 'matematika', 'dan lain lain', 'kerja', 'kepake', 'salah']",netral,"[0.2546448578283359, 0.49213543328570303, 0.7000795874536867, 0.4056356895370426, 0.9842708665714061, 0.6441180086601443, 0.41529837310594975, 0.5168214410788556, 0.5679040034554548]"
817,"['nadiem', 'is', 'kind', 'of', 'positive', 'person']",positif,"[1.0336428821577113, 0.4852169792066967, 1.0885302512980635, 1.4001591749073734, 1.4576955893977295]"
818,"['pribadi', 'respect', 'menteri', 'mendikbud', 'protes', 'mahasiswa', 'demo', 'bro', 'this', 'for', 'indonesia', 'coba', 'pikir', 'jernih', 'rap', 'persen', 'menteri', 'aku', 'salah', 'menteri', 'berani', 'jujur', 'publik', 'respect', 'menteri', 'laku', 'baik', 'putraputri', 'bangsa']",positif,"[0.25230594775907683, 0.15777755916665762, 0.17376155871288826, 0.224580060536679, 0.2271616013821819, 0.17900268920914442, 0.21370271191733334, 0.12645374247774224, 0.21370271191733334, 0.19812412124686443, 0.21184191129193763, 0.22215507566402162, 0.377024796063279, 0.28003183498147466, 0.16912828609188338, 0.2475946263328215, 0.2475946263328215, 0.27110609292890625, 0.4867604114130169, 0.1661193492423799, 0.21565431848411062]"
819,"['mas', 'menteri', 'terima', 'kasih', 'sharingnya', 'semangat', 'revolusi', 'sistem', 'didik']",positif,"[0.33293814171304703, 0.530494438658153, 0.39996305372700025, 0.2945506219244367, 0.8244163458035878, 0.45418750556879905, 0.5345270464354307, 0.5753625752173119]"
820,"['semangat', 'menteri', 'nadiem', 'makarim']",positif,"[1.1808821473817777, 0.5891012438488734, 0.6065212240083708, 0.9083750111375981]"
821,"['masya', 'allahmas', 'nadiem', 'jeniusber', 'empati', 'pulasemoga', 'senantiasa', 'dimudahkandilancarkan']",positif,[2.4260848960334833]
822,"['didik', 'indonesia', 'jaman', 'gabisa', 'matematika', 'nilai', 'anak', 'bodoh', 'mata', 'ajar', 'anak', 'mampu', 'didik', 'indonesia', 'patok', 'mata', 'ajar', 'pintar', 'gatau', 'anak', 'mampu']",netral,"[0.2680472187666693, 0.430674950510074, 0.24225792640728921, 0.2803689614425659, 0.3471226719173001, 0.3327730065203743, 0.30252804768639463, 0.6050560953727893, 0.5483196216114539, 0.3390094782421812, 0.295500079653525, 0.2558278795284524]"
