,Nama,Komentar,Sentimen,Time,hasil_sentimen,hasil_komentar,tokenizing,normalisasi,stopword,stemmed,preprocessing
1868,Ciska Riany Sitompul,Semoga Covid cepat berakhir ya. Agar adik2 sekalian merasakan indahnya waktu sekolah. Aamiin,positif,2021-02-12T08:07:40Z,positif,Semoga Covid cepat berakhir ya. Agar adik2 sekalian merasakan indahnya waktu sekolah. Aamiin,"['semoga', 'covid', 'cepat', 'berakhir', 'ya', 'agar', 'adik', 'sekalian', 'merasakan', 'indahnya', 'waktu', 'sekolah', 'aamiin']","['semoga', 'covid', 'cepat', 'berakhir', 'ya', 'agar', 'adik', 'sekalian', 'merasakan', 'indahnya', 'waktu', 'sekolah', 'aamiin']","['semoga', 'covid', 'cepat', 'adik', 'merasakan', 'indahnya', 'sekolah', 'aamiin']","['moga', 'covid', 'cepat', 'adik', 'rasa', 'indah', 'sekolah', 'aamiin']",moga covid cepat adik rasa indah sekolah aamiin
1869,Selfi Septiani,"Semoga berjalan sesuai rencana, tdk ada alasan ntuk tdk membelajarkan siswanya, untuk ki / kd smk kemaritimannya dimana...?",Positif,2021-02-11T15:29:39Z,Positif,"Semoga berjalan sesuai rencana, tdk ada alasan ntuk tdk membelajarkan siswanya, untuk ki / kd smk kemaritimannya dimana...?","['semoga', 'berjalan', 'sesuai', 'rencana', 'tdk', 'ada', 'alasan', 'ntuk', 'tdk', 'membelajarkan', 'siswanya', 'untuk', 'ki', 'kd', 'smk', 'kemaritimannya', 'dimana']","['semoga', 'berjalan', 'sesuai', 'rencana', 'tidak', 'ada', 'alasan', 'ntuk', 'tidak', 'membelajarkan', 'siswanya', 'untuk', 'ki', 'kd', 'smk', 'kemaritimannya', 'dimana']","['semoga', 'berjalan', 'sesuai', 'rencana', 'alasan', 'ntuk', 'membelajarkan', 'siswanya', 'ki', 'kd', 'smk', 'kemaritimannya', 'dimana']","['moga', 'jalan', 'sesuai', 'rencana', 'alas', 'ntuk', 'ajar', 'siswa', 'ki', 'kd', 'smk', 'maritim', 'mana']",moga jalan sesuai rencana alas ntuk ajar siswa ki kd smk maritim mana
1870,andika hilman,"Semoga Bang Nadiem dengan kecerdasannya bisa bekerja, tahan banting, dan tetap, optimal melaksanakan tanggung jawabnya. Udah, nggak usah diserang kalo nggak perlu.",positif,2021-02-10T11:57:07Z,positif,"Semoga Bang Nadiem dengan kecerdasannya bisa bekerja, tahan banting, dan tetap, optimal melaksanakan tanggung jawabnya. Udah, nggak usah diserang kalo nggak perlu.","['semoga', 'bang', 'nadiem', 'dengan', 'kecerdasannya', 'bisa', 'bekerja', 'tahan', 'banting', 'dan', 'tetap', 'optimal', 'melaksanakan', 'tanggung', 'jawabnya', 'udah', 'nggak', 'usah', 'diserang', 'kalo', 'nggak', 'perlu']","['semoga', 'bang', 'nadiem', 'dengan', 'kecerdasannya', 'bisa', 'bekerja', 'tahan', 'banting', 'dan', 'tetap', 'optimal', 'melaksanakan', 'tanggung', 'jawabnya', 'sudah', 'tidak', 'usah', 'diserang', 'kalau', 'tidak', 'perlu']","['semoga', 'bang', 'nadiem', 'kecerdasannya', 'tahan', 'banting', 'optimal', 'melaksanakan', 'tanggung', 'diserang']","['moga', 'bang', 'nadiem', 'cerdas', 'tahan', 'banting', 'optimal', 'laksana', 'tanggung', 'serang']",moga bang nadiem cerdas tahan banting optimal laksana tanggung serang
1871,Albrina Darenso,"Semoga Allah SWT tetap memberkati dengan kesehatan,hikmat dan kebijaksanaan.sehingga sukses terus jadi bagian dalam bidang Pendidikan.maju terus pendidikan Indonesia dan terimakasih buat Bapak Mentri Pendidikan.",Positif,2021-02-09T15:31:29Z,Positif,"Semoga Allah SWT tetap memberkati dengan kesehatan,hikmat dan kebijaksanaan.sehingga sukses terus jadi bagian dalam bidang Pendidikan.maju terus pendidikan Indonesia dan terimakasih buat Bapak Mentri Pendidikan.","['semoga', 'allah', 'swt', 'tetap', 'memberkati', 'dengan', 'kesehatanhikmat', 'dan', 'kebijaksanaansehingga', 'sukses', 'terus', 'jadi', 'bagian', 'dalam', 'bidang', 'pendidikanmaju', 'terus', 'pendidikan', 'indonesia', 'dan', 'terimakasih', 'buat', 'bapak', 'mentri', 'pendidikan']","['semoga', 'allah', 'swt', 'tetap', 'memberkati', 'dengan', 'kesehatanhikmat', 'dan', 'kebijaksanaansehingga', 'sukses', 'terus', 'jadi', 'bagian', 'dalam', 'bidang', 'pendidikanmaju', 'terus', 'pendidikan', 'indonesia', 'dan', 'terimakasih', 'buat', 'bapak', 'menteri', 'pendidikan']","['semoga', 'allah', 'swt', 'memberkati', 'kesehatanhikmat', 'kebijaksanaansehingga', 'sukses', 'bidang', 'pendidikanmaju', 'pendidikan', 'indonesia', 'terimakasih', 'menteri', 'pendidikan']","['moga', 'allah', 'swt', 'kati', 'kesehatanhikmat', 'kebijaksanaansehingga', 'sukses', 'bidang', 'pendidikanmaju', 'didik', 'indonesia', 'terimakasih', 'menteri', 'didik']",moga allah swt kati kesehatanhikmat kebijaksanaansehingga sukses bidang pendidikanmaju didik indonesia terimakasih menteri didik
1872,Dik Rikudo alfaqih,Semangat terus Pak..,Positif,2021-02-09T02:04:47Z,Positif,Semangat terus Pak..,"['semangat', 'terus', 'pak']","['semangat', 'terus', 'pak']",['semangat'],['semangat'],semangat
1873,Kiki Syadeli,Semangat terus pak Nadiem !!,Positif,2021-02-08T12:11:22Z,Positif,Semangat terus pak Nadiem !!,"['semangat', 'terus', 'pak', 'nadiem']","['semangat', 'terus', 'pak', 'nadiem']","['semangat', 'nadiem']","['semangat', 'nadiem']",semangat nadiem
1874,Siska Mayasari,Semangat Terus Pak Nadiem,positif,2021-02-07T20:24:33Z,positif,Semangat Terus Pak Nadiem,"['semangat', 'terus', 'pak', 'nadiem']","['semangat', 'terus', 'pak', 'nadiem']","['semangat', 'nadiem']","['semangat', 'nadiem']",semangat nadiem
1875,nandi emdanoy_98,Semangat pak Nadim,positif,2021-02-07T03:06:25Z,positif,Semangat pak Nadim,"['semangat', 'pak', 'nadim']","['semangat', 'pak', 'nadiem']","['semangat', 'nadiem']","['semangat', 'nadiem']",semangat nadiem
1876,Sarah Nurhikmah,"SEMANGAT PAK NADIEM HEBAT!! Allah akan berikan yang terbaik buat pak nadiem dan keluarga ôaminö, sehat terus yaa pak nadiem.",positif,2021-02-06T20:44:09Z,positif,"SEMANGAT PAK NADIEM HEBAT!! Allah akan berikan yang terbaik buat pak nadiem dan keluarga ôaminö, sehat terus yaa pak nadiem.","['semangat', 'pak', 'nadiem', 'hebat', 'allah', 'akan', 'berikan', 'yang', 'terbaik', 'buat', 'pak', 'nadiem', 'dan', 'keluarga', 'amin', 'sehat', 'terus', 'yaa', 'pak', 'nadiem']","['semangat', 'pak', 'nadiem', 'hebat', 'allah', 'akan', 'berikan', 'yang', 'terbaik', 'buat', 'pak', 'nadiem', 'dan', 'keluarga', 'amin', 'sehat', 'terus', 'yaa', 'pak', 'nadiem']","['semangat', 'nadiem', 'hebat', 'allah', 'terbaik', 'nadiem', 'keluarga', 'amin', 'sehat', 'yaa', 'nadiem']","['semangat', 'nadiem', 'hebat', 'allah', 'baik', 'nadiem', 'keluarga', 'amin', 'sehat', 'yaa', 'nadiem']",semangat nadiem hebat allah baik nadiem keluarga amin sehat yaa nadiem
1877,Grecia V Sihombing,Semangat pak Nadiem ??\n\nGod bless,positif,2021-02-05T07:05:27Z,positif,Semangat pak Nadiem ??\n\nGod bless,"['semangat', 'pak', 'nadiem', 'god', 'bless']","['semangat', 'pak', 'nadiem', 'god', 'bless']","['semangat', 'nadiem', 'god', 'bless']","['semangat', 'nadiem', 'god', 'bless']",semangat nadiem god bless
1878,Nugi Darmawan,Semangat pak nadiem ????,positif,2021-02-05T05:57:34Z,positif,Semangat pak nadiem ????,"['semangat', 'pak', 'nadiem']","['semangat', 'pak', 'nadiem']","['semangat', 'nadiem']","['semangat', 'nadiem']",semangat nadiem
1879,RATNA INDAH,Semangat Pak Nadiem,Positif,2021-02-03T17:48:23Z,Positif,Semangat Pak Nadiem,"['semangat', 'pak', 'nadiem']","['semangat', 'pak', 'nadiem']","['semangat', 'nadiem']","['semangat', 'nadiem']",semangat nadiem
1880,arie haryadi,semangat Pak Mentri.....,positif,2021-02-03T00:11:01Z,positif,semangat Pak Mentri.....,"['semangat', 'pak', 'mentri']","['semangat', 'pak', 'menteri']","['semangat', 'menteri']","['semangat', 'menteri']",semangat menteri
1881,ardy wiranata,Semangat pak menteri nadiem makarim,positif,2021-02-02T06:32:29Z,positif,Semangat pak menteri nadiem makarim,"['semangat', 'pak', 'menteri', 'nadiem', 'makarim']","['semangat', 'pak', 'menteri', 'nadiem', 'makarim']","['semangat', 'menteri', 'nadiem', 'makarim']","['semangat', 'menteri', 'nadiem', 'makarim']",semangat menteri nadiem makarim
1882,Dany Arkham,"semangat mas menteri, doing your best. God bless you.",positif,2021-02-01T16:49:23Z,positif,"semangat mas menteri, doing your best. God bless you.","['semangat', 'mas', 'menteri', 'doing', 'your', 'best', 'god', 'bless', 'you']","['semangat', 'mas', 'menteri', 'doing', 'your', 'best', 'god', 'bless', 'you']","['semangat', 'mas', 'menteri', 'doing', 'your', 'best', 'god', 'bless', 'you']","['semangat', 'mas', 'menteri', 'doing', 'your', 'best', 'god', 'bless', 'you']",semangat mas menteri doing your best god bless you
1883,Clarissa Orenda,Semangat mas menteri,Positif,2021-02-01T06:52:51Z,Positif,Semangat mas menteri,"['semangat', 'mas', 'menteri']","['semangat', 'mas', 'menteri']","['semangat', 'mas', 'menteri']","['semangat', 'mas', 'menteri']",semangat mas menteri
1884,Defrizandres Zandres,Semangat buat pak mentri,positif,2021-02-01T04:28:26Z,positif,Semangat buat pak mentri,"['semangat', 'buat', 'pak', 'mentri']","['semangat', 'buat', 'pak', 'menteri']","['semangat', 'menteri']","['semangat', 'menteri']",semangat menteri
1885,Rina Thx,SEMANGAT SEHAT TERUS PAK NADIEM..SEMOGA SEMUA BISA DI LEWATI DGN BAIK..,positif,2021-02-01T04:13:58Z,positif,SEMANGAT SEHAT TERUS PAK NADIEM..SEMOGA SEMUA BISA DI LEWATI DGN BAIK..,"['semangat', 'sehat', 'terus', 'pak', 'nadiemsemoga', 'semua', 'bisa', 'di', 'lewati', 'dgn', 'baik']","['semangat', 'sehat', 'terus', 'pak', 'nadiemsemoga', 'semua', 'bisa', 'di', 'lewati', 'dengan', 'baik']","['semangat', 'sehat', 'nadiemsemoga', 'lewati']","['semangat', 'sehat', 'nadiemsemoga', 'lewat']",semangat sehat nadiemsemoga lewat
1886,Indra D. Saputra,"Sehat selalu pak menteri, saya percaya sama anda ????",positif,2021-01-31T05:49:49Z,positif,"Sehat selalu pak menteri, saya percaya sama anda ????","['sehat', 'selalu', 'pak', 'menteri', 'saya', 'percaya', 'sama', 'anda']","['sehat', 'selalu', 'pak', 'menteri', 'saya', 'percaya', 'sama', 'anda']","['sehat', 'menteri', 'percaya']","['sehat', 'menteri', 'percaya']",sehat menteri percaya
1887,Oki _____,seenggaknya gw ngerti ni mas menteri ngmng apaan\ngak kyk menteri pada umumnya yg terlalu politis bahasanya,positif,2021-01-31T05:48:07Z,positif,seenggaknya gw ngerti ni mas menteri ngmng apaan\ngak kyk menteri pada umumnya yg terlalu politis bahasanya,"['seenggaknya', 'gw', 'ngerti', 'ni', 'mas', 'menteri', 'ngmng', 'apaan', 'gak', 'kyk', 'menteri', 'pada', 'umumnya', 'yg', 'terlalu', 'politis', 'bahasanya']","['seenggaknya', 'gw', 'ngerti', 'ini', 'mas', 'menteri', 'ngmng', 'apaan', 'tidak', 'seperti', 'menteri', 'pada', 'umumnya', 'yang', 'terlalu', 'politis', 'bahasanya']","['seenggaknya', 'gw', 'ngerti', 'mas', 'menteri', 'ngmng', 'menteri', 'politis', 'bahasanya']","['enggak', 'gw', 'ngerti', 'mas', 'menteri', 'ngmng', 'menteri', 'politis', 'bahasa']",enggak gw ngerti mas menteri ngmng menteri politis bahasa
1888,Ngobrol ringan,Sebagai orang tua baru kali ini sya buka buku anak,positif,2021-01-30T08:44:24Z,positif,Sebagai orang tua baru kali ini sya buka buku anak,"['sebagai', 'orang', 'tua', 'baru', 'kali', 'ini', 'sya', 'buka', 'buku', 'anak']","['sebagai', 'orang', 'tua', 'baru', 'kali', 'ini', 'sya', 'buka', 'buku', 'anak']","['orang', 'tua', 'kali', 'sya', 'buka', 'buku', 'anak']","['orang', 'tua', 'kali', 'sya', 'buka', 'buku', 'anak']",orang tua kali sya buka buku anak
1889,Ririt Meta,Sbagai orang tua saya setuju banget.anak terjaga dirumah lebih aman dari paparan virus.semua demi kebaikan kita bersama.,Positif,2021-01-29T07:19:20Z,Positif,Sbagai orang tua saya setuju banget.anak terjaga dirumah lebih aman dari paparan virus.semua demi kebaikan kita bersama.,"['sbagai', 'orang', 'tua', 'saya', 'setuju', 'bangetanak', 'terjaga', 'dirumah', 'lebih', 'aman', 'dari', 'paparan', 'virussemua', 'demi', 'kebaikan', 'kita', 'bersama']","['sbagai', 'orang', 'tua', 'saya', 'setuju', 'bangetanak', 'terjaga', 'dirumah', 'lebih', 'aman', 'dari', 'paparan', 'virussemua', 'demi', 'kebaikan', 'kita', 'bersama']","['sbagai', 'orang', 'tua', 'setuju', 'bangetanak', 'terjaga', 'dirumah', 'aman', 'paparan', 'virussemua', 'kebaikan']","['sbagai', 'orang', 'tua', 'tuju', 'bangetanak', 'jaga', 'rumah', 'aman', 'papar', 'virussemua', 'baik']",sbagai orang tua tuju bangetanak jaga rumah aman papar virussemua baik
1890,alema premium,Saya yakin pak Nadiem pun bingung. Tp beliau tetap berusaha yg terbaik. Semangat pak Nadiem dan seluruh warga Indonesia...,positif,2021-01-29T04:14:10Z,positif,Saya yakin pak Nadiem pun bingung. Tp beliau tetap berusaha yg terbaik. Semangat pak Nadiem dan seluruh warga Indonesia...,"['saya', 'yakin', 'pak', 'nadiem', 'pun', 'bingung', 'tp', 'beliau', 'tetap', 'berusaha', 'yg', 'terbaik', 'semangat', 'pak', 'nadiem', 'dan', 'seluruh', 'warga', 'indonesia']","['saya', 'yakin', 'pak', 'nadiem', 'pun', 'bingung', 'tapi', 'beliau', 'tetap', 'berusaha', 'yang', 'terbaik', 'semangat', 'pak', 'nadiem', 'dan', 'seluruh', 'warga', 'indonesia']","['nadiem', 'bingung', 'beliau', 'berusaha', 'terbaik', 'semangat', 'nadiem', 'warga', 'indonesia']","['nadiem', 'bingung', 'beliau', 'usaha', 'baik', 'semangat', 'nadiem', 'warga', 'indonesia']",nadiem bingung beliau usaha baik semangat nadiem warga indonesia
1891,Santi Mala,Saya secara pribadi sbg guru sangat mendukung program Bapak menteri yang membuat suatu keputusan yang membuat pendidikan di Indonesia lebih maju dan orientasi pd peserta didik serta bbrp program utk guru yg dapat memotivasi guru hrs belajar dan guru yang update.????,Positif,2021-01-27T12:54:13Z,Positif,Saya secara pribadi sbg guru sangat mendukung program Bapak menteri yang membuat suatu keputusan yang membuat pendidikan di Indonesia lebih maju dan orientasi pd peserta didik serta bbrp program utk guru yg dapat memotivasi guru hrs belajar dan guru yang update.????,"['saya', 'secara', 'pribadi', 'sbg', 'guru', 'sangat', 'mendukung', 'program', 'bapak', 'menteri', 'yang', 'membuat', 'suatu', 'keputusan', 'yang', 'membuat', 'pendidikan', 'di', 'indonesia', 'lebih', 'maju', 'dan', 'orientasi', 'pd', 'peserta', 'didik', 'serta', 'bbrp', 'program', 'utk', 'guru', 'yg', 'dapat', 'memotivasi', 'guru', 'hrs', 'belajar', 'dan', 'guru', 'yang', 'update']","['saya', 'secara', 'pribadi', 'sebagai', 'guru', 'sangat', 'mendukung', 'program', 'bapak', 'menteri', 'yang', 'membuat', 'suatu', 'keputusan', 'yang', 'membuat', 'pendidikan', 'di', 'indonesia', 'lebih', 'maju', 'dan', 'orientasi', 'pd', 'peserta', 'didik', 'serta', 'bbrp', 'program', 'untuk', 'guru', 'yang', 'dapat', 'memotivasi', 'guru', 'hrs', 'belajar', 'dan', 'guru', 'yang', 'update']","['pribadi', 'guru', 'mendukung', 'program', 'menteri', 'keputusan', 'pendidikan', 'indonesia', 'maju', 'orientasi', 'pd', 'peserta', 'didik', 'bbrp', 'program', 'guru', 'memotivasi', 'guru', 'hrs', 'belajar', 'guru', 'update']","['pribadi', 'guru', 'dukung', 'program', 'menteri', 'putus', 'didik', 'indonesia', 'maju', 'orientasi', 'pd', 'serta', 'didik', 'bbrp', 'program', 'guru', 'motivasi', 'guru', 'hrs', 'ajar', 'guru', 'update']",pribadi guru dukung program menteri putus didik indonesia maju orientasi pd serta didik bbrp program guru motivasi guru hrs ajar guru update
1892,NAVARA AFIFA,Saya sangat setuju atas kebijakan pak Menteri semoga kita bisa melalui pandemi covid ini sabar dan ikhlas.,Positif,2021-01-27T09:13:03Z,Positif,Saya sangat setuju atas kebijakan pak Menteri semoga kita bisa melalui pandemi covid ini sabar dan ikhlas.,"['saya', 'sangat', 'setuju', 'atas', 'kebijakan', 'pak', 'menteri', 'semoga', 'kita', 'bisa', 'melalui', 'pandemi', 'covid', 'ini', 'sabar', 'dan', 'ikhlas']","['saya', 'sangat', 'setuju', 'atas', 'kebijakan', 'pak', 'menteri', 'semoga', 'kita', 'bisa', 'melalui', 'pandemi', 'covid', 'ini', 'sabar', 'dan', 'ikhlas']","['setuju', 'kebijakan', 'menteri', 'semoga', 'pandemi', 'covid', 'sabar', 'ikhlas']","['tuju', 'bijak', 'menteri', 'moga', 'pandemi', 'covid', 'sabar', 'ikhlas']",tuju bijak menteri moga pandemi covid sabar ikhlas
1893,Selma Purnama sari,Saya adalah termasuk yg setuju dgn pola pendidikan pk Nadiem.,positif,2021-01-27T04:08:13Z,positif,Saya adalah termasuk yg setuju dgn pola pendidikan pk Nadiem.,"['saya', 'adalah', 'termasuk', 'yg', 'setuju', 'dgn', 'pola', 'pendidikan', 'pk', 'nadiem']","['saya', 'adalah', 'termasuk', 'yang', 'setuju', 'dengan', 'pola', 'pendidikan', 'pk', 'nadiem']","['setuju', 'pola', 'pendidikan', 'pk', 'nadiem']","['tuju', 'pola', 'didik', 'pk', 'nadiem']",tuju pola didik pk nadiem
1894,Sri Rahyuningsih,Sangat setuju pak Mentri ...sekolah akan di buka kembali setelah situasi aman...dr pd maksa masuk yg Ahirnya akan menimbulkan masalah baru .....jd kami menunggu perintah dr petugas covid klo memang sekolah di buka kembali ....,Positif,2021-01-21T15:18:50Z,Positif,Sangat setuju pak Mentri ...sekolah akan di buka kembali setelah situasi aman...dr pd maksa masuk yg Ahirnya akan menimbulkan masalah baru .....jd kami menunggu perintah dr petugas covid klo memang sekolah di buka kembali ....,"['sangat', 'setuju', 'pak', 'mentri', 'sekolah', 'akan', 'di', 'buka', 'kembali', 'setelah', 'situasi', 'amandr', 'pd', 'maksa', 'masuk', 'yg', 'ahirnya', 'akan', 'menimbulkan', 'masalah', 'baru', 'jd', 'kami', 'menunggu', 'perintah', 'dr', 'petugas', 'covid', 'klo', 'memang', 'sekolah', 'di', 'buka', 'kembali']","['sangat', 'setuju', 'pak', 'menteri', 'sekolah', 'akan', 'di', 'buka', 'kembali', 'setelah', 'situasi', 'amandr', 'pd', 'maksa', 'masuk', 'yang', 'ahirnya', 'akan', 'menimbulkan', 'masalah', 'baru', 'jadi', 'kami', 'menunggu', 'perintah', 'dari', 'petugas', 'covid', 'kalau', 'memang', 'sekolah', 'di', 'buka', 'kembali']","['setuju', 'menteri', 'sekolah', 'buka', 'situasi', 'amandr', 'pd', 'maksa', 'masuk', 'ahirnya', 'menimbulkan', 'menunggu', 'perintah', 'petugas', 'covid', 'sekolah', 'buka']","['tuju', 'menteri', 'sekolah', 'buka', 'situasi', 'amandr', 'pd', 'maksa', 'masuk', 'ahirnya', 'timbul', 'tunggu', 'perintah', 'tugas', 'covid', 'sekolah', 'buka']",tuju menteri sekolah buka situasi amandr pd maksa masuk ahirnya timbul tunggu perintah tugas covid sekolah buka
1895,Mertiana Seda,"Sangat setuju pak Menteri dengan beberapa kebijakan yang telah diambil,khususnya berkaitan dengan proses pembelajaran di masa pandemi ini.",Positif,2021-01-20T08:30:12Z,Positif,"Sangat setuju pak Menteri dengan beberapa kebijakan yang telah diambil,khususnya berkaitan dengan proses pembelajaran di masa pandemi ini.","['sangat', 'setuju', 'pak', 'menteri', 'dengan', 'beberapa', 'kebijakan', 'yang', 'telah', 'diambilkhususnya', 'berkaitan', 'dengan', 'proses', 'pembelajaran', 'di', 'masa', 'pandemi', 'ini']","['sangat', 'setuju', 'pak', 'menteri', 'dengan', 'beberapa', 'kebijakan', 'yang', 'telah', 'diambilkhususnya', 'berkaitan', 'dengan', 'proses', 'pembelajaran', 'di', 'masa', 'pandemi', 'ini']","['setuju', 'menteri', 'kebijakan', 'diambilkhususnya', 'berkaitan', 'proses', 'pembelajaran', 'pandemi']","['tuju', 'menteri', 'bijak', 'diambilkhususnya', 'kait', 'proses', 'ajar', 'pandemi']",tuju menteri bijak diambilkhususnya kait proses ajar pandemi
1896,Septian Ester tegar Wati laia,Sangat menikmati....sangat bermakna dan smg bermanfaat bagi kita semua. Amin.,Positif,2021-01-20T06:15:42Z,Positif,Sangat menikmati....sangat bermakna dan smg bermanfaat bagi kita semua. Amin.,"['sangat', 'menikmatisangat', 'bermakna', 'dan', 'smg', 'bermanfaat', 'bagi', 'kita', 'semua', 'amin']","['sangat', 'menikmatisangat', 'bermakna', 'dan', 'smg', 'bermanfaat', 'bagi', 'kita', 'semua', 'amin']","['menikmatisangat', 'bermakna', 'smg', 'bermanfaat', 'amin']","['menikmatisangat', 'makna', 'smg', 'manfaat', 'amin']",menikmatisangat makna smg manfaat amin
1897,Laila,"Sangat bersyukur punya menteri pendidikan yang sebegitu pedulinya dengan nasib pendidikan indonesia,memang bebannya berkali"" lebih berat karena dalam kondisi covid yang siapapun tidak punya persiapan untuk menghadapinya...negara kita sudah seharusnya memiliki pemimpin"" yang pemikir dan benar"" merealisasikan ..tidak hanya sekedar bicara tapi aksinya tidak ada..yaa semoga dengan kepemimpinan pak nadim pendidikan kita bisa menjadi jauh lebih baik dari sebelum""nya...sya yakin beliau orang yang cerdas dan pasti akan selalu memikirkan solusi terbaik untuk masa depan generasi muda kita...",Positif,2021-01-19T04:42:36Z,Positif,"Sangat bersyukur punya menteri pendidikan yang sebegitu pedulinya dengan nasib pendidikan indonesia,memang bebannya berkali"" lebih berat karena dalam kondisi covid yang siapapun tidak punya persiapan untuk menghadapinya...negara kita sudah seharusnya memiliki pemimpin"" yang pemikir dan benar"" merealisasikan ..tidak hanya sekedar bicara tapi aksinya tidak ada..yaa semoga dengan kepemimpinan pak nadim pendidikan kita bisa menjadi jauh lebih baik dari sebelum""nya...sya yakin beliau orang yang cerdas dan pasti akan selalu memikirkan solusi terbaik untuk masa depan generasi muda kita...","['sangat', 'bersyukur', 'punya', 'menteri', 'pendidikan', 'yang', 'sebegitu', 'pedulinya', 'dengan', 'nasib', 'pendidikan', 'indonesiamemang', 'bebannya', 'berkali', 'lebih', 'berat', 'karena', 'dalam', 'kondisi', 'covid', 'yang', 'siapapun', 'tidak', 'punya', 'persiapan', 'untuk', 'menghadapinyanegara', 'kita', 'sudah', 'seharusnya', 'memiliki', 'pemimpin', 'yang', 'pemikir', 'dan', 'benar', 'merealisasikan', 'tidak', 'hanya', 'sekedar', 'bicara', 'tapi', 'aksinya', 'tidak', 'adayaa', 'semoga', 'dengan', 'kepemimpinan', 'pak', 'nadim', 'pendidikan', 'kita', 'bisa', 'menjadi', 'jauh', 'lebih', 'baik', 'dari', 'sebelumnyasya', 'yakin', 'beliau', 'orang', 'yang', 'cerdas', 'dan', 'pasti', 'akan', 'selalu', 'memikirkan', 'solusi', 'terbaik', 'untuk', 'masa', 'depan', 'generasi', 'muda', 'kita']","['sangat', 'bersyukur', 'punya', 'menteri', 'pendidikan', 'yang', 'sebegitu', 'pedulinya', 'dengan', 'nasib', 'pendidikan', 'indonesiamemang', 'bebannya', 'berkali', 'lebih', 'berat', 'karena', 'dalam', 'kondisi', 'covid', 'yang', 'siapapun', 'tidak', 'punya', 'persiapan', 'untuk', 'menghadapinyanegara', 'kita', 'sudah', 'seharusnya', 'memiliki', 'pemimpin', 'yang', 'pemikir', 'dan', 'benar', 'merealisasikan', 'tidak', 'hanya', 'sekedar', 'bicara', 'tapi', 'aksinya', 'tidak', 'adayaa', 'semoga', 'dengan', 'kepemimpinan', 'pak', 'nadiem', 'pendidikan', 'kita', 'bisa', 'menjadi', 'jauh', 'lebih', 'baik', 'dari', 'sebelumnyasya', 'yakin', 'beliau', 'orang', 'yang', 'cerdas', 'dan', 'pasti', 'akan', 'selalu', 'memikirkan', 'solusi', 'terbaik', 'untuk', 'masa', 'depan', 'generasi', 'muda', 'kita']","['bersyukur', 'menteri', 'pendidikan', 'pedulinya', 'nasib', 'pendidikan', 'indonesiamemang', 'bebannya', 'berkali', 'berat', 'kondisi', 'covid', 'persiapan', 'menghadapinyanegara', 'memiliki', 'pemimpin', 'pemikir', 'merealisasikan', 'sekedar', 'bicara', 'aksinya', 'adayaa', 'semoga', 'kepemimpinan', 'nadiem', 'pendidikan', 'sebelumnyasya', 'beliau', 'orang', 'cerdas', 'memikirkan', 'solusi', 'terbaik', 'generasi', 'muda']","['syukur', 'menteri', 'didik', 'peduli', 'nasib', 'didik', 'indonesiamemang', 'beban', 'kali', 'berat', 'kondisi', 'covid', 'siap', 'menghadapinyanegara', 'milik', 'pimpin', 'pikir', 'realisasi', 'dar', 'bicara', 'aksi', 'adayaa', 'moga', 'pimpin', 'nadiem', 'didik', 'sebelumnyasya', 'beliau', 'orang', 'cerdas', 'pikir', 'solusi', 'baik', 'generasi', 'muda']",syukur menteri didik peduli nasib didik indonesiamemang beban kali berat kondisi covid siap menghadapinyanegara milik pimpin pikir realisasi dar bicara aksi adayaa moga pimpin nadiem didik sebelumnyasya beliau orang cerdas pikir solusi baik generasi muda
1898,Nurilah Hanum,"Sampai semua siswa di vaksin ya Pak Menteri, agar semua aman\nTetap semangat teman-teman, dari saya Nurilah Hanum SMP Negeri 12 Kota Tangerang Selatan",Positif,2021-01-17T14:37:01Z,Positif,"Sampai semua siswa di vaksin ya Pak Menteri, agar semua aman\nTetap semangat teman-teman, dari saya Nurilah Hanum SMP Negeri 12 Kota Tangerang Selatan","['sampai', 'semua', 'siswa', 'di', 'vaksin', 'ya', 'pak', 'menteri', 'agar', 'semua', 'aman', 'tetap', 'semangat', 'temanteman', 'dari', 'saya', 'nurilah', 'hanum', 'smp', 'negeri', 'kota', 'tangerang', 'selatan']","['sampai', 'semua', 'siswa', 'di', 'vaksin', 'ya', 'pak', 'menteri', 'agar', 'semua', 'aman', 'tetap', 'semangat', 'temanteman', 'dari', 'saya', 'nurilah', 'hanum', 'smp', 'negeri', 'kota', 'tangerang', 'selatan']","['siswa', 'vaksin', 'menteri', 'aman', 'semangat', 'temanteman', 'nurilah', 'hanum', 'smp', 'negeri', 'kota', 'tangerang', 'selatan']","['siswa', 'vaksin', 'menteri', 'aman', 'semangat', 'temanteman', 'nuri', 'hanum', 'smp', 'negeri', 'kota', 'tangerang', 'selatan']",siswa vaksin menteri aman semangat temanteman nuri hanum smp negeri kota tangerang selatan
