Andi Hidayat;Hahah , besok klok angkatan lulusan covid gk suksa , mentri minta pendidikan minta maaf , karena udah biasa minta maaf;;;2020-08-19T12:22:59Z
Farah Melinda;Hadeeehhh masih aja pada takut sama covid kesel deh gue lama2.  Lihat noh cina udah ngadain konser musik besar. \n\nTruss yah Gw mau kuliah lagi S2 udah bayar 10juta. Eh ujug ujug belajarnya online...  kan ngeselinn. Kalo gitu ngapain gw bayar, mnding gw blajar sndiri sama google gratiss..\nGw sngaja kuliah lagi karena jenuh dirumah terus plus biar bisa bersosialisasi tatap muka sama teman2 beraktifitas kluar rumah. \n\n\nMengecewakan dan bikin baperr....!;;;2020-08-19T12:20:30Z
Amirul Fatih;Haah indonesia anak2nya tambah semau gue.karna tidak di pantau oleh guru .;;;2020-08-19T12:20:22Z
jancukers woke;Gwe penasaran dah\nApakah guru itu punya akses ke dinas kesehatan utk  bilang bersihkan korona disekolah ketika akan dijadwalkan sesi tatap muka disekolah dan kuotanya berdasarkan rekomendasi dinas kesehatan?;;;2020-08-19T12:20:07Z
henda rini;Gw suka sekali setuju program pak menteri gaass pak. Soalnya sdh 75 th pendidikan kita tdk maju2. Whynot kita transformasi;;;2020-08-19T12:19:45Z
aditio wirawan;Gw selalu yakin sama Pak Nadim karena ngomong selalu runtut dan kalo salah dengan sangat ringan untuk meminta maaf;;;2020-08-19T12:19:08Z
Feisal Ikhrom;Gw punya 1 pertanyaan, pliss jawab, kenapa kok tahun ajaran baru ga diundur aja, jadi tahun ajaran baru dimulai bulan januari. Mulai januari 2021 masuk semester 1. Yang tau jawab plisss;;;2020-08-19T12:18:55Z
adi wharwher;Gw pandemi malah lebih pintar di hobi gua jadi gw nggak sepenuhnya tolol;;;2020-08-19T12:18:35Z
Physcal gg;Gw muak sekolah online. Para guru ngasi tugas aja.;;;2020-08-19T12:16:55Z
Buupy Boopy;gw kagum banget sama elu bro menteri..gw rasa elu menteri pendidikan terbaik yang pernah gw dengerin. asli gw nonton sampai habis. semoga covid teratasi dan bisa lari cepat mengejar pendidikan anak indonesia yang lebih baik;;;2020-08-19T12:14:02Z
Dani Macho;gw ga setuju kalo nadiem bilang pembelajaran skrng sedang krisis, yg jadi masalah adalah, nadiem dan jajarannya lack of inovation, lack of mitigation, pdhal pembelajaran hrsnya bisa adaptif, kurikulum sesuaikan, metode belajar sesuaikan,;;;2020-08-19T12:13:52Z
MAYA NET;Gw ga mau anak gw jadi bodoh.....tapi akan menjadi penyesalan gw seumur hidup kalau anak gw psikologinya terganggu hanya karna Covid...Have Fun My Boy....Just Enjoy it;;;2020-08-19T12:13:23Z
Achmad Syauqi;"gw bukan pengamat pendidikan. tp gw tau dan bisa merasakan bahwa sistem pendidikan kita butuh direvolusi bahkan sejak sebelum pandemi.\n\ndan gw baru tau bahwa PoP itu adalah langkah awal untuk merevolusi sistem pendidikan berdasarkan ""hasil uji lab"" para organisasi penggeraknya.\n\nsayang sekali corong media jauh lebih keras dan selalu jauh dari klarifikasi 2 arah.";;;2020-08-19T12:11:09Z
Fathuriya 06;Gw bukan manusia yg terlalu disiplin,tpi entah kenapa saat gw mencoba agar menjadi disiplin,gw seneng\n\n\nEdit:btw good podcast om Deddy!;;;2020-08-19T12:10:23Z
Gusti Reza Kautsar;"Gw boleh saran ngga ?\nKenapa pas covid ini, kita berhentikan saja dulu persekolahan ?\nKarena Orang tua bayar sekolah itu agar anak bisa diajarkan oleh guru / seseorang yg lebih baik dalam hal mengajarkn ..\nKlo orang tua juga yg ngajarin pembelajaran, mending beli buku aja di Gramedia trus ajarin sendiri bukan ?\nBelajar online ini sangat tidak produktiv ..\nBagaimana jika orang tua'y dulu tidak sekolah ?\nMending sekolah mundur 1 tahun toh, drpda seperti ini ..\nBuang"" uang & buang waktu ..\nGimana ?";;;2020-08-19T12:10:07Z
Obinna Muogbo;Guy's please lah dukung pak Nadiem karang orang2 yang mau berjuang untuk pendidikan anak bangsa, open  our mind to support him;;;2020-08-19T12:07:51Z
Saiful Khoir;Guru yg ngajar udh pusing  anak juga ngk ngerti .ini keluhan  para tenaga didik;;;2020-08-19T12:04:27Z
Belajar Sejarah Yuk!;Guru tetap mengajar meskipun kelas kosong https://youtu.be/5x17sHobESY\nMengajar demi siswa-siswi, mari isi konten pembelajaran #Jasmerah;;;2020-08-19T11:55:07Z
Kompyang Ngurah;Guru tdk akan pernah tergantikan...krn.guru selain tenaga kependidikan,...yg utama tugas guru adalah mendidik yaitu menanamkan karakter bangsa,budi pekerti, etika, moral&akhlak mulia kepada murid... \nsebuahTeknologi adalah teknis... \nteknis adalah cara yg bisa mempermudah...;;;2020-08-19T11:54:07Z
Octara Ibra ramadhany;Guru sekarang itu merasa siswa itu seperti siswa yang jaman dulu padahal beda jauh dan itu mengakibatkan si guru memberikan tugas banyak kepada siswanya;;;2020-08-19T11:53:33Z
swk pondokaren19;Guru eskul ga dipikirin dooong di pandemi ini;;;2020-08-19T11:46:15Z
Dwi Arya Pradana;"Gue yakin kalau menteri pendidikannya bukan Nadiem pasti langsung ngikutin apa yang diinginkan mayoritas masyarakat. Padahal apabila ditelaah, keinginan masyarakat belum tentu baik apabila diterapkan. So proud of you!\n\n""Tugas saya bukan untuk membuat sebanyak mungkin mawsyarakat bahagia, tugas saya sebagai menteri terutama di pendidikan adalah untuk melakukan yang terbaik bagi masyarakat Indonesia"". \n\n- Nadiem Makarim";;;2020-08-19T11:46:12Z
Mr. Topeng;Gue suka Pak Nadiem M karena low profile dan tidk sombong.;;;2020-08-19T11:39:37Z
nimita hapsari;Gue belum paham bgt sih detail terkait POP itu, tapi menurut gue tambahan aja, jurus2 yg dicari mas nadiem ini juga perlu dilihat dari berbagai macam daerah di Indonesia. Karena kultur kita begitu banyak.;;;2020-08-19T11:39:25Z
Fz GaminG;Gua pengen sekolahh di kelasss plisss;;;2020-08-19T11:20:23Z
Kind Kid;Gua paham sama lu pak NADIEM, kalo PINTER ga da AKHLAK ya kayak eluu aja SEMUA orang indonesia;;;2020-08-19T11:20:01Z
Hilman Hakim;Gua kirim tugas bisa dibilang asalan karna banyak banget, dan anehnya guru gue no problem ajah. Apa nggak dibaca atau gimana gitu\n\nLike jika kalian sama??;;;2020-08-19T11:18:38Z
Febrian Pratama;Gua kangen sekolah woi;;;2020-08-19T11:15:25Z
Debora Egha;Gua ingat waktu sekolah dijadikan uji coba sistem pemerintah, pusing bray~apalagi guru sama orangtuanya,;;;2020-08-19T11:13:09Z
kevin ope;Gua gatau ya, buat orang kayak gua yang lebih nyaman belajar sendiri, pandemi ini buat gua berterima kasih juga, self-taught gua selama masa pandemi ini buat gua belajar banyak, dan gua juga ga strict bgt belajarnya, masi main game juga, tapi saat ini gua bisa belajar hal-hal yang diluar gua gak pelajarin di kampus. Gua kuliah jurusan teknik informatika, dan menurut gua disini gua juga dituntut buat explore lebih soal dunia IT yang lebih luas di luar silabus. Menurut gua, gak semua pihak kok yang kena imbas dari pandemi, menurut gua sumber belajar itu darimana aja, even emang segi ekonomi lu gak mendukung buat surfing the internet / e-learning, dan guna nya buku itu ya sekarang. Perpustakaan banyak tuh yang mulai berdebu, coba stop ngeluh deh. Sumber belajar tuh gak terukur, bisa dari mana aja. Lo bikin pop es aja ada belajarnya kan. Dan buat kalian yang berkeluh soal belajar online dan ngebaca ini, youtubean bisa tapi ngeluh belajar online, pernah gak coba buat push diri lu, sekali aja dalam hidup lu kalo lu harus belajar beradaptasi di situasi yang gapernah lu duga kayak sekarang?;;;2020-08-19T11:09:37Z
rifky ganteng;Gua dukung nadiem;;;2020-08-19T11:08:15Z
Stevanny Gihon;great leader sometimes need to take very uncommon and unpleasant decision and changes or transformation never come from comfortable places.;;;2020-08-19T11:00:02Z
Edy Dwiyanta;Grade nilai disekolah seharusnya cukup lulus & TDK lulus,;;;2020-08-19T10:57:59Z
Agustine Handayani;Gpp Mas Nadiem semua orang hanya bisa melihat dari kesalahan org lain jalankan terus dan sempurnakan terus..;;;2020-08-19T10:57:45Z
Dede Hariyanto;Gotong royong ??dan Smg pandemi sgr  berakhir. Kesuwun;;;2020-08-19T10:55:08Z
Rama Dani;Good work!!!;;;2020-08-19T10:54:37Z
Az-Zahra Zahra;Good smart people .\nIndonesia merdeka' karna banyak orang seperti ini , BERANI CERDAS;;;2020-08-19T10:52:39Z
aditya ndaru;Good move, pak nadiem, ini yang dibutuhin indonesia... Belajar dengan konteks pada hal nyata, secara contoh sederhanyanya seperti yang dikatakan pak nadiem, membuat takaran untuk memasak nasi goreng, ini secara konsep lebih menyenangkan juga bagi anak, dan lebih mudah dipahami karena akan masuk bawah sadar.. Mungkin nanti untuk smp, sma yang dari sd sudah menerima materi seperti ini bisa di aplikasikan dengan contoh nyata yang relevan tentu saja, seperti menghitung keuntungan pada matematika misalnya, disuruh praktek secara langsung, mungkin membantu tetangga berdagang misalnya, atau magang kecil kecilan untuk juga mengenalkan kehidupan ke masyarakat juga... supaya nanti kalau sudah lulus tidak kaget dilepaskan ke dalam masyarakat. Setidaknya tidak kaget terjun ke masyarakat, dan juga melatih interaksi sosial juga, tidak hanya teori tp juga secara praktis. Dan kalau bisa sejak dini anak dilatih untuk planning masa depan.. Biar tidak terjadi seperti sekarang, salah masuk jurusan, atau kuliah untuk pelampiasan karena merasa belum siap terjun ke masyarakat.;;;2020-08-19T10:50:30Z
Lisa Maria;Good luck pak Nadiem! ???? \nI know he? trying to do his best. Appreciate his works! ??;;;2020-08-19T10:41:46Z
Mas ainul yaqin;Good job pak menteri;;;2020-08-19T10:40:21Z
hendri juliandri;Good job mr nadiem...semoga sukses dan anak2 dimasa depan teknologi positif dapat dimanfaatkan;;;2020-08-19T10:38:25Z
SPORT VIEW PLAYER;good idea pak Nadiem sebagai mantan guru saya pernah bermimpi kapan ada pangkas kurikulum yg tetap bernilai untuk pendidikan di Indonesia agar tetap bisa seimbang dan maju..... \n\nTuhan Berkati selalu ide bapak dan dilancarkan;;;2020-08-19T10:31:12Z
Muhamad Teguh Wicaksono;Good idea ????????;;;2020-08-19T10:29:26Z
Pebrianto Tri;Good idea;;;2020-08-19T10:26:00Z
Enny Fatimah;Gojek jd menteri. .mundur aja;;;2020-08-19T10:24:24Z
DUREN MEDAN;God bless you Mr. NADIEM MAKARIM. MY PRAY ALWAYS BE WITH YOU.\n\nGOD BLESS INDONESIA????;;;2020-08-19T10:23:47Z
Ilman Alfarabi;"Gmn ya jelasinnya tapi gk tau knp selama belajar online beberapa bulan ini gw malah rajin gitu ngerjain soal"" atau tugas"" yg di berikan guru, karna tugas itu, gk kyk di sekolah malah kyk rada males karna maunya tuh ngobrol truss sama temen. Intinya sih gw menikmati PJJ ini ya walaupun kurang efektif sih";;;2020-08-19T10:22:57Z
Tony's W Family;Gk akan bodoh pak Nadiem, cmn kl ortu yg ajarin anak2 suka main2in ibunya;;;2020-08-19T10:21:20Z
After Life;Gk akan bisa mmg sklh brjln sesuai keinginan klo gkjumpa lgsg;;;2020-08-19T10:20:05Z
Aryakusuma Muhammad;Gini Om, Menurut gua Bener juga sih hal yang disampaikan oleh Nadiem Karim, tetapi Tangan Gua Sering keram bat sumpah gara gara tugas, tolong pak Yang di Perbanyak itu Penjelesan, pembawaan materinya ditingkatkan. Saat ini gua Kerjain tugas Sebagian besar dari google semua, jadi Yang gua tulis , sekedar tulisam doang bukan ilmu, nggk ada yang masuk sumpah. Dan Guru sekarang tugasnya tuh dibuat sebanyak mungkin sampai gua skrang tuh merasa Pendidikan gua hancur, bahkan sangat turun drastis, yang ada sekarang gua tuh tersiksa banget gara gara tugas, bahkan pernah stress, depresi garaa garaini semua, jadi tolong pak proses pbm ini lebih ditingkatkan atau yang bisa diperbaiki yah diperbaiki lah secepatnya mohon banget pak;;;2020-08-19T10:19:57Z
Al - Munawar FC;Gini boss... Mayoritas daerah penduduknya sekarang sudah mulai acuh tak acuh pada virus ini... Bahkan mereka sudah berani untuk pergi keluar tanpa menggunakan protokol kesehatan.. memasuki daerah yang ramai.. begitu jgaa dg berbagai siswa jgaa melakukan ini bahkan ada yang sudah melakukan traveling..  sebenarnya ini sudah terjadi sejak 1 atau 2 bulan... Berani ya berani dan ini dibiarkan saja padahal ini lebih berbahaya dari belajar tatap mukanya para siswa.. bagaimana pendapat kalian ??? #nadiem;;;2020-08-19T10:19:56Z
Sakti Satria putra;Gimana pak nadiem ngilang Mulu kalo ada siswa yang gabisa ikut daring, sakit demam apa gimana dia??;;;2020-08-19T10:18:47Z
Hi Da;Gimana ni masa sekolah gak masuk2.... Daring terus anak2 banyak yg suka nge-game dan youtuban terus... Orgtua pada kerja masa anak suruh belajar sndri drmh .... Segeralah sekolah tatap muka jangan mau dijajah ditindas Corona bisa bodoh nanti tambah akhlaknya gak ada kalau tdk segera masuk sekolah.\nKalau generasi nya nanti jadi bodoh gmna cuma jadi kuli nanti yg menduduki yg diatas org2 asing dong;;;2020-08-19T10:13:08Z
jarwo 04;Gimana Kalau yg gk ada orang tuanya om;;;2020-08-19T10:11:19Z
Ahmad Mannan;Gimana kalau stengah murid masuk stengahnya belajar online\nMasuknya ganti?n seperti system WFH \n??;;;2020-08-19T10:09:27Z
Melly amelya Oktarina;"Gimana anak mau pinter guru cuma kasih tugas udah gitu kumpulkan di foto, tanpa dia ajarkan alhasil anak"" liat goggle, bapak bilang harus diadakan kelompok kecil dan guru mengajarkan tapi di bogor itu tidak terjadi segitu di sekolah negri hanya kasih soal dan kumpulkan guru tidak mau tau yg penting anak kumpulkan tanpa menerangkan pembodohan";;;2020-08-19T10:05:59Z
wayan agus;Geniuss pak nadiem makarim;;;2020-08-19T10:04:44Z
Suwarno Hadi;Generasi yang akan datang d ajarin makadin ilmu hanya ilmu gojek.;;;2020-08-19T09:59:09Z
Novhamaharanie Nm;Generasi covid (Generasi Gadged Belajar online trusss) ya ampunnn...kasian Generasi anak~anak skarang yaa;;;2020-08-19T09:58:21Z
Muhammad Yamani;Gaya bicaranya kayak orang paling pandai , tapi klau liat tatap matanya waktu bicara mengerikan halunya.;;;2020-08-19T09:54:01Z
Arza Sidqi;ganti menteri;;;2020-08-19T09:39:47Z
USMANDJM GAMING;Gak tau kok gw benci kebijakan ni orang!!;;;2020-08-19T09:39:41Z
Atin Faizuna;GAK JELASSS .....MUNDURRR;;;2020-08-19T09:38:33Z
Almo break;Gak ada solusi : jika mall tempat wisata bisa dibuka dengan protokol kesehatan ... Kenapa dipendidikan tidak bisa dijalankan ...;;;2020-08-19T09:33:02Z
Nusi Warman;Gak ada mentri pendidikan gak akan bodoh rakyat indonesia ini, di jajah aja masih bisa NEGARAini berdiri;;;2020-08-19T09:28:19Z
Bi Yah;Ga semua orang indonesia. Punya keluarga utuh. Ga semua orang indonesia. Punya hp. Ga semua orang indonesia mampu beli kuota. Gi mana dengan nasib saya ibu tunggal yg merantau demi mencari nafkah untuk kedua putri saya;;;2020-08-19T09:22:53Z
Mutia Nur Kholila;ga semua anak menengah kebawah masuk sekolah negeri pak, menurut saya zonasi itu yg bikin gamau berusaha....;;;2020-08-19T09:15:22Z
Heyer Rock;Ga segampang itu bro bikin kurikulum sama orang tua. Orang tua yang pas pas an bahkan sampe kagak ada waktu apalagi ini indonedia. Beugh butuh berapa taun merubah indonesia . Orang hukum aja morat marit ga jelas. Ko bicara soal beginian. Gampang ngomong tapi nyatanya ya ruwet;;;2020-08-19T09:13:00Z
Sie Channel;Ga salah Pak Presiden memandatkan menteri pendidikan di pundak anda, punya visi yg luas dlm menyikapi dan memutuskan suatu masalah. Tidak ada satu negarapun yg siap dgn situasi sekarang krn covid. Sehat terus mas menteri, semoga anda di mampukan utk membawa pendidikan di negeri ini keluar dari fase krisis.;;;2020-08-19T09:12:04Z
evelyn shalom;Ga sabar menunggu perubahan kurikulum?? moga anak2ku dpt efek positifnya..\nGo go go menteri nadiem????????;;;2020-08-19T09:10:27Z
Rian Herdiansyah;Ga pern ah suudzon.  Positif trus fikiran nya mantap;;;2020-08-19T09:09:58Z
andy surya;Ga ngaruh daring maupun tatap muka, lha murid cuman di kasih tugas tanpa pembekalan ilmu, ujungnya juga ortu murid yg ngajarin;;;2020-08-19T09:09:40Z
seventypoints;Ga kebayang, kalau generasi tua yg jadi Mendikbud di masa pandemi ini...Semangat Nadiem!;;;2020-08-19T09:08:53Z
Ibnu Yogi Pramono 1;ga ada guru yang berani mengomentari  pak mentri di podcas ini.;;;2020-08-19T09:02:50Z
honor;G jd mundur y;;;2020-08-19T09:00:40Z
Anita Lestari;Fully support for Pak Nadiem. \nThis's like Pak Nadiem's luckiness to be Ind.'s Education Minister in this 'special situation'. No matter how much the pros and cons come in sudden, later it would proove your capability. Tetap semangat, Pak Nadiem.;;;2020-08-19T08:53:13Z
Min Bie;Fighting Mas Mentri!!!!!!!!!;;;2020-08-19T08:52:42Z
Jasa Buat Logo !;FAKTA NYA DI LAPANGAN ;;;2020-08-19T08:50:08Z
JustIndahna;emng bener tuh jurus nya sukses. kata siapa? mau diambil..yg selama ini gk sukses alias gagal maning?trus yg selama ini dilibatkan dikecilkan gitu..yg baru yg blm pasti berhasil digedein..which isss...konglomerat;;;2020-08-19T08:43:57Z
remon Delfianto;Emang yg lu lakuin terbaik.lu itu gk ahli broo..udah mundur aja lu dieeemm.gak pantess.;;;2020-08-19T08:43:47Z
Salma Safyra;Emang orang gila, ??????;;;2020-08-19T08:42:33Z
feel sick;Emang minat belajar nya juga sih masih banyak yang menyepelekan belajar :) ga usah naif lah.;;;2020-08-19T08:41:00Z
Nino Media;Emang gila mas Mentri. Pinter tapi mau mendengar. Statement nya jelas, ga bisa digiring kesana kesini. \n\nBukan kaleng kaleng banget ini mah ??????;;;2020-08-19T08:40:51Z
BelBro;Emang gila lah, gara gara sekolah online gw jadi goblok seketika, padahal biasanya nilai gw bagus;;;2020-08-19T08:37:51Z
Can Dra;Emang bkn bidang nya \nJd mentri...;;;2020-08-19T08:35:59Z
Yudi Su;Ekspetasi sekolah daring = anak belajar dirumah\nRealita sekolah daring = disuruh kerja dirumah, malam belajar sebentar ketiduran. \n\nItu realita didesa;;;2020-08-19T08:35:07Z
Dian Maya Sari;Eh jangan salah loh om sejak pembelajaran jarak jauh nilai anak2 bagus2 semua karena apa?krn emak n saudara2 nya pd ikut ngerjain tugas jd yg biasa anak2 nya di sekolah sebelum pandemi nilai nya pas2 an sejak pandemi nilai nya luar biasa loh wkwkkwk n tu seh ga fair buat yg biasa juara2 kelas nya.jd jangan blg pjj bikin anak bodoh hehe kl gw pribadi seh sebagai ortu merasa aman aja dgn kondisi bgni lebih enak daring wlw pun sedikit merasa di rugikan utk anak2 yg mendapatkan nilai bagus yg ga murni krn banyak bantuan drmh.mgkn perlu di modalin aja x para guru buat belajar yg guru nya bisa mengawasi secara langsung saat2 ad ulangan biar nilai nya murni.seperti zoom dll;;;2020-08-19T08:33:50Z
RIANERS 2020;Eh ada Pak Menteri Pendidikan... \nMau ngomongin ide boleh kan Pak ????\n\nKalo tentang pendidikan di masa pandemi ini saya belum bisa ngasih ide soalnya kudu tau banyak hal tentang kondisi di dalamnya\n\nIni mau ngasih ide kalo nti udah selesai pandemi \nGimana kalo MOS (Masa Orientasi Siswa) itu pelaksanaan nya diganti dengan pelatihan dasar militer??\nJadi singkat nya MOS nya dilaksanakan oleh para anggota kepolisian dan anggota militer bukan para senior2 yg seperti biasanya\n\nKalo MOS di SMP itu kepolisian \nKalo MOS di SMA itu militer \nKalo kuliah juga militer tapi 5 hari \nSMP dan SMA 3 hari aja\nKalo bisa sih tiap tahun setiap awal pembelajaran\n\nKalo SMP dilakukan nya sih di sekolahnya aja gitu gk perlu ke hutan \nKalo SMA di sekolah dan hutan \nKalo kuliah lebih banyak di hutan atau luar kampus\n\nDan pastinya kadar militernya ya tingkat rendah aja \nSekedar pelatihan kedisplinan gitu\n\n*Duh abis komentar gini gw bakal dihujat gk ya ? Bakal dibalikin gk ya komentar gw ini?? ??????;;;2020-08-19T08:33:30Z
asad wijaya;Ee... Maaf.. gni saja intinya kapan anak saya masuk sekolah? Saya Bosen ngerjain PR anak saya.;;;2020-08-19T08:33:21Z
Kristina Mariyanah;Dulu aku di komplin,bahkan sampe gurunya pernah negur, karena anak dah pegang hp,, dan amin di saat kaya gini kondosi belajar onlain anak saya dah bisa sendiri,, tugas2 onlain dia kerjakan sendiri engk merepotkan ortu...saya berpandangan zmn saya dan dia berubah,, zmn skrng beli aja di indo mart / alfa mart,, hrs tau komputer.. Zmn saya beli di warung... Tnp komputer,, ibarat krja di toko zmn skrng hrs tau teknologi  komputer;;;2020-08-19T08:32:52Z
Wahyu Ningsih;Duh mas mentriiiiiiiiii.....jujur sy sebel sama sampean klo udh tau interaksi emosional itu sangt penting knp tatap muka kok gk dibuka2 sy enek klo cm alasan covid trus pendidikan jd korban pleas dech stop bukanya covid itu yg penting sistem imun kan bs diatasi dg kebiasaan olahraga sebelum pembelajaran selain masker sosdis dll ataw mungkin pemberian makanan tambahan spt jaman dulu.blm lg akses daring di desa yg tingkat pemahaman org ttg internetnya gk siap.yg ada hp cm buat main n buka vidio yg aneh2 n ini fakta.;;;2020-08-19T08:31:58Z
Restu P;Duh bisa di bayangkan beban pak menteri;;;2020-08-19T08:31:30Z
